"PACKAGE","VERSION","LICENSE","LICENSE FILES","SOURCE ARCHIVE","SOURCE SITE","DEPENDENCIES WITH LICENSES","SHA256","SUPPLIER","COPYRIGHT_TEXT","CPE_ID","PURL","CPE23_TYPE","PACKAGE_URL","PKG_TYPE","COMPONENT_SCOPE"
"gir1.2-gck-2","4.4.0.1-3","LGPL-2.1+ | bzip2-1.0.5","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gcr4:4.4.0.1-3:*:*:*:*:*:*:*","pkg:deb/debian/gcr4@4.4.0.1-3?arch=arm64","cpe:2.3:a:debian:gcr4:4.4.0.1-3:*:*:*:*:*:*:*","pkg:deb/debian/gcr4@4.4.0.1-3?arch=arm64","APPLICATION","debian-target"
"gir1.2-gcr-4","4.4.0.1-3","LGPL-2.1+ | bzip2-1.0.5","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gcr4:4.4.0.1-3:*:*:*:*:*:*:*","pkg:deb/debian/gcr4@4.4.0.1-3?arch=arm64","cpe:2.3:a:debian:gcr4:4.4.0.1-3:*:*:*:*:*:*:*","pkg:deb/debian/gcr4@4.4.0.1-3?arch=arm64","APPLICATION","debian-target"
"gir1.2-gdesktopenums-3.0","48.0-1","LGPL-2.1+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gsettings-desktop-schemas:48.0-1:*:*:*:*:*:*:*","pkg:deb/debian/gsettings-desktop-schemas@48.0-1?arch=arm64","cpe:2.3:a:debian:gsettings-desktop-schemas:48.0-1:*:*:*:*:*:*:*","pkg:deb/debian/gsettings-desktop-schemas@48.0-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-gdkpixbuf-2.0","2.42.12+dfsg-4+deb13u1","CC0-1.0 | GPL-2+ | LGPL-2+ | LGPL-2+ and LGPL-2.1+ and CC0-1.0 | LGPL-2.1+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gdk-pixbuf:2.42.12+dfsg-4+deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/gdk-pixbuf@2.42.12+dfsg-4+deb13u1?arch=arm64","cpe:2.3:a:debian:gdk-pixbuf:2.42.12+dfsg-4+deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/gdk-pixbuf@2.42.12+dfsg-4+deb13u1?arch=arm64","APPLICATION","debian-target"
"gir1.2-gdm-1.0","48.0-2","","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gdm3:48.0-2:*:*:*:*:*:*:*","pkg:deb/debian/gdm3@48.0-2?arch=arm64","cpe:2.3:a:debian:gdm3:48.0-2:*:*:*:*:*:*:*","pkg:deb/debian/gdm3@48.0-2?arch=arm64","APPLICATION","debian-target"
"gir1.2-geoclue-2.0","2.7.2-2","GFDL-NIV-1.1+ | GPL-2+ | LGPL-2+","","","","","","Organization: Laurent Bigonville <bigon@debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:geoclue-2.0:2.7.2-2:*:*:*:*:*:*:*","pkg:deb/debian/geoclue-2.0@2.7.2-2?arch=arm64","cpe:2.3:a:debian:geoclue-2.0:2.7.2-2:*:*:*:*:*:*:*","pkg:deb/debian/geoclue-2.0@2.7.2-2?arch=arm64","APPLICATION","debian-target"
"gir1.2-geocodeglib-2.0","3.26.4-1","BSD-3-clause | LGPL-2+ | ODbL-1.0","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:geocode-glib:3.26.4-1:*:*:*:*:*:*:*","pkg:deb/debian/geocode-glib@3.26.4-1?arch=arm64","cpe:2.3:a:debian:geocode-glib:3.26.4-1:*:*:*:*:*:*:*","pkg:deb/debian/geocode-glib@3.26.4-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-girepository-2.0","1.84.0-1","AFL-2.0 | AFL-2.0 or LGPL-2.1+ | Apache-2.0 with LLVM exception | BSD-2-clause | CC-BY-SA-3.0 | CC0-1.0 | Expat | Expat and GPL-2+ | Expat or LGPL-2+ | FSFAP | FSFAP and FSFULLR | FSFULLR | GPL with Autoconf exception | GPL-2+ | GPL-2+ and LGPL-2+ and Expat | Kuchling-PD | LGPL-2 | LGPL-2 or MPL-1.1 | LGPL-2+ | LGPL-2+ and LGPL-2.1+ and FSFULLR and CC0-1.0 | LGPL-2.1+ | LGPL-2.1+ and Kuchling-PD and Plumb-PD | LGPL-3+ | MPL-1.1 | Plumb-PD | Unicode-DFS-2016 | bzip2-1.0.6","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gobject-introspection:1.84.0-1:*:*:*:*:*:*:*","pkg:deb/debian/gobject-introspection@1.84.0-1?arch=arm64","cpe:2.3:a:debian:gobject-introspection:1.84.0-1:*:*:*:*:*:*:*","pkg:deb/debian/gobject-introspection@1.84.0-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-glib-2.0","2.84.4-3~deb13u3","AFL-2.0 | AFL-2.0 or LGPL-2.1+ | Apache-2.0 with LLVM exception | CC-BY-SA-3.0 | CC0-1.0 | CC0-1.0 or Mingw-PD | Expat | FSFULLR | GPL-2+ | Iconv-PD | Janik-permissive | Janik-permissive and old-glib-tests | Kuchling-PD | LGPL-2+ | LGPL-2.1+ | LGPL-2.1+ and Kuchling-PD and Plumb-PD | LGPL-3+ | Mingw-PD | Plumb-PD | Unicode-DFS-2016 | bzip2-1.0.6 | cmph | old-glib-tests","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:glib2.0:2.84.4-3~deb13u3:*:*:*:*:*:*:*","pkg:deb/debian/glib2.0@2.84.4-3~deb13u3?arch=arm64","cpe:2.3:a:debian:glib2.0:2.84.4-3~deb13u3:*:*:*:*:*:*:*","pkg:deb/debian/glib2.0@2.84.4-3~deb13u3?arch=arm64","APPLICATION","debian-target"
"gir1.2-glib-2.0-dev","2.84.4-3~deb13u3","AFL-2.0 | AFL-2.0 or LGPL-2.1+ | Apache-2.0 with LLVM exception | CC-BY-SA-3.0 | CC0-1.0 | CC0-1.0 or Mingw-PD | Expat | FSFULLR | GPL-2+ | Iconv-PD | Janik-permissive | Janik-permissive and old-glib-tests | Kuchling-PD | LGPL-2+ | LGPL-2.1+ | LGPL-2.1+ and Kuchling-PD and Plumb-PD | LGPL-3+ | Mingw-PD | Plumb-PD | Unicode-DFS-2016 | bzip2-1.0.6 | cmph | old-glib-tests","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:glib2.0:2.84.4-3~deb13u3:*:*:*:*:*:*:*","pkg:deb/debian/glib2.0@2.84.4-3~deb13u3?arch=arm64","cpe:2.3:a:debian:glib2.0:2.84.4-3~deb13u3:*:*:*:*:*:*:*","pkg:deb/debian/glib2.0@2.84.4-3~deb13u3?arch=arm64","LIBRARY","debian-target"
"gir1.2-gnomebg-4.0","44.3-3","Expat | GPL-2+ | LGPL-2+ | LGPL-3+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gnome-desktop:44.3-3:*:*:*:*:*:*:*","pkg:deb/debian/gnome-desktop@44.3-3?arch=arm64","cpe:2.3:a:debian:gnome-desktop:44.3-3:*:*:*:*:*:*:*","pkg:deb/debian/gnome-desktop@44.3-3?arch=arm64","APPLICATION","debian-target"
"gir1.2-gnomebluetooth-3.0","47.1-1","GPL-2+ | LGPL-2.1+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gnome-bluetooth3:47.1-1:*:*:*:*:*:*:*","pkg:deb/debian/gnome-bluetooth3@47.1-1?arch=arm64","cpe:2.3:a:debian:gnome-bluetooth3:47.1-1:*:*:*:*:*:*:*","pkg:deb/debian/gnome-bluetooth3@47.1-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-gnomedesktop-4.0","44.3-3","Expat | GPL-2+ | LGPL-2+ | LGPL-3+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gnome-desktop:44.3-3:*:*:*:*:*:*:*","pkg:deb/debian/gnome-desktop@44.3-3?arch=arm64","cpe:2.3:a:debian:gnome-desktop:44.3-3:*:*:*:*:*:*:*","pkg:deb/debian/gnome-desktop@44.3-3?arch=arm64","APPLICATION","debian-target"
"gir1.2-graphene-1.0","1.10.8-5","Expat","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:graphene:1.10.8-5:*:*:*:*:*:*:*","pkg:deb/debian/graphene@1.10.8-5?arch=arm64","cpe:2.3:a:debian:graphene:1.10.8-5:*:*:*:*:*:*:*","pkg:deb/debian/graphene@1.10.8-5?arch=arm64","APPLICATION","debian-target"
"gir1.2-gst-plugins-bad-1.0","1.26.10-2","BSD-2-clause | GPL-2+ | GPL-3+ | ISC | LGPL-2+ | LGPL-2.1+ | MIT | MIT or LGPL-2+ | MPL-1.1 | MPL-1.1 or LGPL-2+ | MPL-1.1 or MIT or LGPL-2+","","","","","","Organization: Maintainers of GStreamer packages <gst-plugins-bad1.0@packages.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gst-plugins-bad1.0:1.26.10-2:*:*:*:*:*:*:*","pkg:deb/debian/gst-plugins-bad1.0@1.26.10-2?arch=arm64","cpe:2.3:a:debian:gst-plugins-bad1.0:1.26.10-2:*:*:*:*:*:*:*","pkg:deb/debian/gst-plugins-bad1.0@1.26.10-2?arch=arm64","APPLICATION","debian-target"
"gir1.2-gst-plugins-base-1.0","1.26.10-1","BSD-3-clause | CC-BY-SA-4.0 | GPL-2+ | LGPL | LGPL-2+ | LGPL-2.1+ | MIT | MIT or LGPL-2+ | public-domain","","","","","","Organization: Maintainers of GStreamer packages <gst-plugins-base1.0@packages.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gst-plugins-base1.0:1.26.10-1:*:*:*:*:*:*:*","pkg:deb/debian/gst-plugins-base1.0@1.26.10-1?arch=arm64","cpe:2.3:a:debian:gst-plugins-base1.0:1.26.10-1:*:*:*:*:*:*:*","pkg:deb/debian/gst-plugins-base1.0@1.26.10-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-gstreamer-1.0","1.26.10-1","CC-BY-SA-4.0 | GFDL | LGPL | LGPL-2+ | LGPL-2.1+ | MPL-2.0 | public-domain","","","","","","Organization: Maintainers of GStreamer packages <gstreamer1.0@packages.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gstreamer1.0:1.26.10-1:*:*:*:*:*:*:*","pkg:deb/debian/gstreamer1.0@1.26.10-1?arch=arm64","cpe:2.3:a:debian:gstreamer1.0:1.26.10-1:*:*:*:*:*:*:*","pkg:deb/debian/gstreamer1.0@1.26.10-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-gtk-2.0","2.24.33-7","other","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gtk+2.0:2.24.33-7:*:*:*:*:*:*:*","pkg:deb/debian/gtk+2.0@2.24.33-7?arch=arm64","cpe:2.3:a:debian:gtk+2.0:2.24.33-7:*:*:*:*:*:*:*","pkg:deb/debian/gtk+2.0@2.24.33-7?arch=arm64","APPLICATION","debian-target"
"gir1.2-gtk-3.0","3.24.49-3","Apache-2.0 | CC-BY-SA-4.0 | Expat | GPL-3+ | LGPL-2+ | LGPL-2+ and LGPL-2.1+ and Expat | LGPL-2+ and ZPL-2.1 | LGPL-2+ or SWL | LGPL-2.1+ | SWL | X11R5-permissive | ZPL-2.1 | check-gdk-cairo-permissive | other | unencumbered","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gtk+3.0:3.24.49-3:*:*:*:*:*:*:*","pkg:deb/debian/gtk+3.0@3.24.49-3?arch=arm64","cpe:2.3:a:debian:gtk+3.0:3.24.49-3:*:*:*:*:*:*:*","pkg:deb/debian/gtk+3.0@3.24.49-3?arch=arm64","APPLICATION","debian-target"
"gir1.2-gtk-4.0","4.18.6+ds-2","Apache-2.0 | Apache-2.0 with LLVM exception | BSD-3-clause-Google | CC0-1.0 | Expat | GPL-3+ | LGPL-2+ | LGPL-2+ and LGPL-2.1+ and sun-permissive and lcs-telegraphics-permissive and X11R5-permissive and Expat and BSD-3-clause-Google and Apache-2.0 and CC0-1.0 and ZPL-2.1 | LGPL-2.1+ | Unicode-DFS-2016 | X11R5-permissive | ZPL-2.1 | lcs-telegraphics-permissive | sun-permissive","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gtk4:4.18.6+ds-2:*:*:*:*:*:*:*","pkg:deb/debian/gtk4@4.18.6+ds-2?arch=arm64","cpe:2.3:a:debian:gtk4:4.18.6+ds-2:*:*:*:*:*:*:*","pkg:deb/debian/gtk4@4.18.6+ds-2?arch=arm64","APPLICATION","debian-target"
"gir1.2-gtkclutter-1.0","1.8.4-6","","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:clutter-gtk:1.8.4-6:*:*:*:*:*:*:*","pkg:deb/debian/clutter-gtk@1.8.4-6?arch=arm64","cpe:2.3:a:debian:clutter-gtk:1.8.4-6:*:*:*:*:*:*:*","pkg:deb/debian/clutter-gtk@1.8.4-6?arch=arm64","APPLICATION","debian-target"
"gir1.2-gtksource-4","4.8.4-6","","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gtksourceview4:4.8.4-6:*:*:*:*:*:*:*","pkg:deb/debian/gtksourceview4@4.8.4-6?arch=arm64","cpe:2.3:a:debian:gtksourceview4:4.8.4-6:*:*:*:*:*:*:*","pkg:deb/debian/gtksourceview4@4.8.4-6?arch=arm64","APPLICATION","debian-target"
"gir1.2-gudev-1.0","238-6","LGPL-2+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libgudev:238-6:*:*:*:*:*:*:*","pkg:deb/debian/libgudev@238-6?arch=arm64","cpe:2.3:a:debian:libgudev:238-6:*:*:*:*:*:*:*","pkg:deb/debian/libgudev@238-6?arch=arm64","APPLICATION","debian-target"
"gir1.2-gweather-4.0","4.4.4-1","GPL-2+ | LGPL-2+ | LGPL-2.1+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libgweather4:4.4.4-1:*:*:*:*:*:*:*","pkg:deb/debian/libgweather4@4.4.4-1?arch=arm64","cpe:2.3:a:debian:libgweather4:4.4.4-1:*:*:*:*:*:*:*","pkg:deb/debian/libgweather4@4.4.4-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-harfbuzz-0.0","10.2.0-1+deb13u1","Apache-2.0 | CC0-1.0 | Expat | FSFAP | FSFUL | FSFULLR | GPL-2+ with AutoConf exception | GPL-2+ with Font exception | GPL-2+ with LibTool exception | GPL-3+ | GPL-3+ with AutoConf exception | ISC | LGPL-2.1+ | MIT | Monotype | OFL-1.1 | UFL-1.0 | Unicode","","","","","","Organization: أحمد المحمودي (Ahmed El-Mahmoudy) <aelmahmoudy@users.sourceforge.net>","Copyright (c) Debian contributors","cpe:2.3:a:debian:harfbuzz:10.2.0-1+deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/harfbuzz@10.2.0-1+deb13u1?arch=arm64","cpe:2.3:a:debian:harfbuzz:10.2.0-1+deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/harfbuzz@10.2.0-1+deb13u1?arch=arm64","APPLICATION","debian-target"
"gir1.2-ibus-1.0","1.5.32-2","GPL-2.0+ with autoconf exception | GPL-3.0+ with autoconf exception | ISC-Fujitsu | ISC-Intel | ISC-NCR | ISC-Sun | LGPL-2.0+ | LGPL-2.1+ | MIT | MIT and ISC-NCR | permissive | permissive-author-grant-attribution | permissive-autoconf-m4 | permissive-fsf-grant | permissive-fsf-grant-attribution | permissive-makefile-in","","","","","","Organization: Debian Input Method Team <debian-input-method@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:ibus:1.5.32-2:*:*:*:*:*:*:*","pkg:deb/debian/ibus@1.5.32-2?arch=arm64","cpe:2.3:a:debian:ibus:1.5.32-2:*:*:*:*:*:*:*","pkg:deb/debian/ibus@1.5.32-2?arch=arm64","APPLICATION","debian-target"
"gir1.2-javascriptcoregtk-4.1","2.52.3-2~deb13u1","AFL-2.0 | AFL-2.0 or LGPL-2+ | Apache-2.0 | BSD-2-Clause-Patent | BSD-2-clause | BSD-2-clause or BSL-1.0 | BSD-2-clause or Expat | BSD-3-clause-adam-barth | BSD-3-clause-apple | BSD-3-clause-canon | BSD-3-clause-code-aurora | BSD-3-clause-copyright-holder | BSD-3-clause-ericsson | BSD-3-clause-google | BSD-3-clause-jochen-kalmbach | BSD-3-clause-microsoft | BSD-3-clause-motorola | BSD-3-clause-opera | BSD-4-clause-valgrind | BSL-1.0 | Expat | GPL-2+ | GPL-2+ or LGPL-2.1+ or MPL-1.1 | GPL-2+ with Bison exception | GPL-3+ | GPL-3+ with Bison exception | ISC | LGPL-2 | LGPL-2+ | LGPL-2+ or MPL-1.1 | LGPL-2.1 | LGPL-2.1+ | LGPL-2.1+ or MPL-1.1 | MPL-1.1 | MPL-2.0","","","","","","Organization: Debian WebKit Maintainers <pkg-webkit-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:webkit2gtk:2.52.3-2~deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/webkit2gtk@2.52.3-2~deb13u1?arch=arm64","cpe:2.3:a:debian:webkit2gtk:2.52.3-2~deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/webkit2gtk@2.52.3-2~deb13u1?arch=arm64","APPLICATION","debian-target"
"gir1.2-json-1.0","1.10.6+ds-2","CC0-1.0 | Expat | LGPL-2.1+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:json-glib:1.10.6+ds-2:*:*:*:*:*:*:*","pkg:deb/debian/json-glib@1.10.6+ds-2?arch=arm64","cpe:2.3:a:debian:json-glib:1.10.6+ds-2:*:*:*:*:*:*:*","pkg:deb/debian/json-glib@1.10.6+ds-2?arch=arm64","APPLICATION","debian-target"
"gir1.2-mutter-16","48.7-0+deb13u1","DEC-BSD-variant | DEC-BSD-variant and OpenGroup-BSD-variant | DEC-BSD-variant and OpenGroup-BSD-variant and GPL-2+ | Expat | GPL-2+ | GPL-2+ and GPL-3+ and LGPL-2+ and LGPL-2.1+ and Expat and NTP-BSD-variant and SGI-B-2.0 | GPL-3+ | LGPL-2+ | LGPL-2.1+ | NTP-BSD-variant | OpenGroup-BSD-variant | SGI-B-2.0 | WRF-BSD-variant | free-of-known-restrictions","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:mutter:48.7-0+deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/mutter@48.7-0+deb13u1?arch=arm64","cpe:2.3:a:debian:mutter:48.7-0+deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/mutter@48.7-0+deb13u1?arch=arm64","APPLICATION","debian-target"
"gir1.2-nm-1.0","1.52.1-1","GFDL-NIV-1.1+ | GPL-2+ | LGPL-2.1+","","","","","","Organization: Utopia Maintenance Team <pkg-utopia-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:network-manager:1.52.1-1:*:*:*:*:*:*:*","pkg:deb/debian/network-manager@1.52.1-1?arch=arm64","cpe:2.3:a:debian:network-manager:1.52.1-1:*:*:*:*:*:*:*","pkg:deb/debian/network-manager@1.52.1-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-nma4-1.0","1.10.6-5","GPL-2+ | LGPL-2+ | LGPL-2.1+","","","","","","Organization: Utopia Maintenance Team <pkg-utopia-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libnma:1.10.6-5:*:*:*:*:*:*:*","pkg:deb/debian/libnma@1.10.6-5?arch=arm64","cpe:2.3:a:debian:libnma:1.10.6-5:*:*:*:*:*:*:*","pkg:deb/debian/libnma@1.10.6-5?arch=arm64","APPLICATION","debian-target"
"gir1.2-notify-0.7","0.8.6-1","","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libnotify:0.8.6-1:*:*:*:*:*:*:*","pkg:deb/debian/libnotify@0.8.6-1?arch=arm64","cpe:2.3:a:debian:libnotify:0.8.6-1:*:*:*:*:*:*:*","pkg:deb/debian/libnotify@0.8.6-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-pango-1.0","1.56.3-1","Apache-2 | Apache-2 and Bitstream-Vera and OFL-1.1 | Bitstream-Vera | Chromium-BSD-style | Example | ICU | LGPL-2+ | LGPL-2+ and ICU | LGPL-2+ and LGPL-2.1+ | LGPL-2+ and TCL | LGPL-2.1+ | OFL-1.1 | TCL | Unicode","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-peas-1.0","1.36.0-3+b4","","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libpeas (1.36.0-3):1.36.0-3+b4:*:*:*:*:*:*:*","pkg:deb/debian/libpeas (1.36.0-3)@1.36.0-3+b4?arch=arm64","cpe:2.3:a:debian:libpeas (1.36.0-3):1.36.0-3+b4:*:*:*:*:*:*:*","pkg:deb/debian/libpeas (1.36.0-3)@1.36.0-3+b4?arch=arm64","APPLICATION","debian-target"
"gir1.2-polkit-1.0","126-2","Expat | LGPL-2.0+ | LGPL-2.0+ and Expat","","","","","","Organization: Utopia Maintenance Team <pkg-utopia-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:policykit-1:126-2:*:*:*:*:*:*:*","pkg:deb/debian/policykit-1@126-2?arch=arm64","cpe:2.3:a:debian:policykit-1:126-2:*:*:*:*:*:*:*","pkg:deb/debian/policykit-1@126-2?arch=arm64","APPLICATION","debian-target"
"gir1.2-rest-1.0","0.9.1-6+b2","GPL-2+ | LGPL-2.1","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:librest (0.9.1-6):0.9.1-6+b2:*:*:*:*:*:*:*","pkg:deb/debian/librest (0.9.1-6)@0.9.1-6+b2?arch=arm64","cpe:2.3:a:debian:librest (0.9.1-6):0.9.1-6+b2:*:*:*:*:*:*:*","pkg:deb/debian/librest (0.9.1-6)@0.9.1-6+b2?arch=arm64","APPLICATION","debian-target"
"gir1.2-rsvg-2.0","2.60.0+dfsg-1","0BSD | Apache-2.0 | Apache-2.0, and BSD-2-clause, and BSD-3-clause, and Expat, and Apache-2.0 or Expat or 0BSD, and Apache-2.0 or Boost-1.0, and Apache-2.0 or Expat, and Expat or Unlicense, and MPL-2.0, and Sun-permissive, and zlib | BSD-2-clause | BSD-3-clause | Boost-1.0 | CC-zero-waive-1.0-us | Expat | FSFAP | LGPL-2+ | MPL-2.0 | OFL-1.1 | Sun-permissive | Unlicense | zlib","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:librsvg:2.60.0+dfsg-1:*:*:*:*:*:*:*","pkg:deb/debian/librsvg@2.60.0+dfsg-1?arch=arm64","cpe:2.3:a:debian:librsvg:2.60.0+dfsg-1:*:*:*:*:*:*:*","pkg:deb/debian/librsvg@2.60.0+dfsg-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-secret-1","0.21.7-1","Apache-2.0 | BSD-3-clause | GPL-2+ | LGPL-2.1+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libsecret:0.21.7-1:*:*:*:*:*:*:*","pkg:deb/debian/libsecret@0.21.7-1?arch=arm64","cpe:2.3:a:debian:libsecret:0.21.7-1:*:*:*:*:*:*:*","pkg:deb/debian/libsecret@0.21.7-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-shumate-1.0","1.4.0-1","LGPL-2+ | LGPL-2.1+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libshumate:1.4.0-1:*:*:*:*:*:*:*","pkg:deb/debian/libshumate@1.4.0-1?arch=arm64","cpe:2.3:a:debian:libshumate:1.4.0-1:*:*:*:*:*:*:*","pkg:deb/debian/libshumate@1.4.0-1?arch=arm64","APPLICATION","debian-target"
"gir1.2-soup-3.0","3.6.5-3","Expat | LGPL-2+ | LGPL-2.1+ | MPL-2.0 | MPL-2.0 or RSA-Other | RSA-Other","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libsoup3:3.6.5-3:*:*:*:*:*:*:*","pkg:deb/debian/libsoup3@3.6.5-3?arch=arm64","cpe:2.3:a:debian:libsoup3:3.6.5-3:*:*:*:*:*:*:*","pkg:deb/debian/libsoup3@3.6.5-3?arch=arm64","APPLICATION","debian-target"
"gir1.2-totem-1.0","43.2-3","","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:totem:43.2-3:*:*:*:*:*:*:*","pkg:deb/debian/totem@43.2-3?arch=arm64","cpe:2.3:a:debian:totem:43.2-3:*:*:*:*:*:*:*","pkg:deb/debian/totem@43.2-3?arch=arm64","APPLICATION","debian-target"
