"PACKAGE","VERSION","LICENSE","LICENSE FILES","SOURCE ARCHIVE","SOURCE SITE","DEPENDENCIES WITH LICENSES","SHA256","SUPPLIER","COPYRIGHT_TEXT","CPE_ID","PURL","CPE23_TYPE","PACKAGE_URL","PKG_TYPE","COMPONENT_SCOPE"
"mpg123","1.33.4","LGPL-2.1","COPYING","mpg123-1.33.4.tar.bz2","https://downloads.sourceforge.net/project/mpg123/mpg123/1.33.4","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","3ae8c9ff80a97bfc0e22e89fbcd74687eca4fc1db315b12607f27f01cb5a47d9","Organization: mpg123 upstream project","Copyright information is provided by the upstream mpg123 license files.","cpe:2.3:a:mpg123_project:mpg123:1.33.4:*:*:*:*:*:*:*","pkg:generic/mpg123@1.33.4","cpe:2.3:a:mpg123_project:mpg123:1.33.4:*:*:*:*:*:*:*","pkg:generic/mpg123@1.33.4","APPLICATION","buildroot-target"
"opus","1.6.1","BSD-3-Clause","COPYING","opus-1.6.1.tar.gz","https://downloads.xiph.org/releases/opus","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","6ffcb593207be92584df15b32466ed64bbec99109f007c82205f0194572411a1","Organization: opus upstream project","Copyright information is provided by the upstream opus license files.","cpe:2.3:a:opus-codec:opus:1.6.1:*:*:*:*:*:*:*","pkg:generic/opus@1.6.1","cpe:2.3:a:opus-codec:opus:1.6.1:*:*:*:*:*:*:*","pkg:generic/opus@1.6.1","APPLICATION","buildroot-target"
"sbc","2.1","LGPL-2.1+ (library)","COPYING COPYING.LIB","sbc-2.1.tar.xz","https://cdn.kernel.org/pub/linux/bluetooth","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","426633cabd7c798236443516dfa8335b47e004b0ef37ff107e0c7ead3299fcc2","Organization: sbc upstream project","Copyright information is provided by the upstream sbc license files.","cpe:2.3:a:sbc_project:sbc:2.1:*:*:*:*:*:*:*","pkg:generic/sbc@2.1","cpe:2.3:a:sbc_project:sbc:2.1:*:*:*:*:*:*:*","pkg:generic/sbc@2.1","APPLICATION","buildroot-target"
"spandsp","3.0.0-6ec23e5a7e","LGPL-2.1 (library), GPL-2.0 (test suite)","COPYING","spandsp-3.0.0-6ec23e5a7e.tar.gz","https://files.freeswitch.org/downloads/libs","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] tiff [tiff license]","a11beed46b488a4cac3b0c42042ad28448bcee4c0027a82d5449180bbb178836","Organization: spandsp upstream project","Copyright information is provided by the upstream spandsp license files.","cpe:2.3:a:spandsp_project:spandsp:3.0.0-6ec23e5a7e:*:*:*:*:*:*:*","pkg:generic/spandsp@3.0.0-6ec23e5a7e","cpe:2.3:a:spandsp_project:spandsp:3.0.0-6ec23e5a7e:*:*:*:*:*:*:*","pkg:generic/spandsp@3.0.0-6ec23e5a7e","APPLICATION","buildroot-target"
"tiff","4.7.1","tiff license","LICENSE.md","tiff-4.7.1.tar.xz","https://download.osgeo.org/libtiff","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","b92017489bdc1db3a4c97191aa4b75366673cb746de0dce5d7a749d5954681ba","Organization: tiff upstream project","Copyright information is provided by the upstream tiff license files.","cpe:2.3:a:libtiff:libtiff:4.7.1:*:*:*:*:*:*:*","pkg:generic/tiff@4.7.1","cpe:2.3:a:libtiff:libtiff:4.7.1:*:*:*:*:*:*:*","pkg:generic/tiff@4.7.1","APPLICATION","buildroot-target"
"jpeg-turbo","3.1.2","IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)","LICENSE.md README.ijg","libjpeg-turbo-3.1.2.tar.gz","https://github.com/libjpeg-turbo/libjpeg-turbo/releases/download/3.1.2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","8f0012234b464ce50890c490f18194f913a7b1f4e6a03d6644179fa0f867d0cf","Organization: libjpeg-turbo Project","Copyright (c) libjpeg-turbo Project","cpe:2.3:a:libjpeg-turbo:libjpeg-turbo:3.1.2:*:*:*:*:*:*:*","pkg:github/libjpeg-turbo/jpeg-turbo@3.1.2","cpe:2.3:a:libjpeg-turbo:libjpeg-turbo:3.1.2:*:*:*:*:*:*:*","pkg:github/libjpeg-turbo/jpeg-turbo@3.1.2","APPLICATION","buildroot-target"
"busybox","1.38.0","GPL-2.0, bzip2-1.0.4","LICENSE archival/libarchive/bz/LICENSE","busybox-1.38.0.tar.bz2","https://www.busybox.net/downloads","bash [GPL-3.0+] coreutils [GPL-3.0+] dosfstools [GPL-3.0+] e2fsprogs [GPL-2.0, MIT-like with advertising clause (libss and libet)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] i2c-tools [GPL-2.0+, GPL-2.0 (py-smbus), LGPL-2.1+ (libi2c)] iproute2 [GPL-2.0+] iputils [GPL-2.0+, BSD-3-Clause] kmod [LGPL-2.1+ (library)] libcap [GPL-2.0 or BSD-3-Clause] libidn2 [GPL-2.0+ or LGPL-3.0+ (library)] libopenssl [Apache-2.0] libtirpc [BSD-3-Clause] libunistring [LGPL-3.0+ or GPL-2.0] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] pciutils [GPL-2.0+] pcre2 [BSD-3-Clause] procps-ng [GPL-2.0+, LGPL-2.0+ (libproc and libps)] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux [GPL-2.0+, BSD-4-Clause, LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid), BSD-2-Clause (xxhash), ISC (rfkill), MIT (hardlink, flock)] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","34f9ea6ff8636f2c9241153b9114eefa9e65674a45318ae1ef95bb5f31c53bb2","Organization: BusyBox.net","Copyright (c) Erik Andersen and contributors","cpe:2.3:a:busybox:busybox:1.38.0:*:*:*:*:*:*:*","pkg:generic/busybox@1.38.0","cpe:2.3:a:busybox:busybox:1.38.0:*:*:*:*:*:*:*","pkg:generic/busybox@1.38.0","APPLICATION","buildroot-target"
"coreutils","9.10","GPL-3.0+","COPYING","coreutils-9.10.tar.xz","https://mirrors.ustc.edu.cn/gnu/coreutils","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libcap [GPL-2.0 or BSD-3-Clause] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","16535a9adf0b10037364e2d612aad3d9f4eca3a344949ced74d12faf4bd51d25","Organization: Free Software Foundation","Copyright (c) Free Software Foundation, Inc.","cpe:2.3:a:gnu:coreutils:9.10:*:*:*:*:*:*:*","pkg:generic/coreutils@9.10","cpe:2.3:a:gnu:coreutils:9.10:*:*:*:*:*:*:*","pkg:generic/coreutils@9.10","APPLICATION","buildroot-target"
"libcap","2.78","GPL-2.0 or BSD-3-Clause","License","libcap-2.78.tar.xz","https://www.kernel.org/pub/linux/libs/security/linux-privs/libcap2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","0d621e562fd932ccf67b9660fb018e468a683d7b827541df27813228c996bb11","Organization: Andrew G. Morgan","Copyright (c) Andrew G. Morgan","cpe:2.3:a:libcap_project:libcap:2.78:*:*:*:*:*:*:*","pkg:generic/libcap@2.78","cpe:2.3:a:libcap_project:libcap:2.78:*:*:*:*:*:*:*","pkg:generic/libcap@2.78","LIBRARY","buildroot-target"
"dosfstools","4.2","GPL-3.0+","COPYING","dosfstools-4.2.tar.gz","https://github.com/dosfstools/dosfstools/releases/download/v4.2","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","64926eebf90092dca21b14259a5301b7b98e7b1943e8a201c7d726084809b527","Organization: Werner Almesberger","Copyright (c) Werner Almesberger","cpe:2.3:a:dosfstools_project:dosfstools:4.2:*:*:*:*:*:*:*","pkg:github/dosfstools/dosfstools@4.2","cpe:2.3:a:dosfstools_project:dosfstools:4.2:*:*:*:*:*:*:*","pkg:github/dosfstools/dosfstools@4.2","APPLICATION","buildroot-target"
"e2fsprogs","1.47.3","GPL-2.0, MIT-like with advertising clause (libss and libet)","NOTICE lib/ss/mit-sipb-copyright.h lib/et/internal.h","e2fsprogs-1.47.3.tar.xz","https://cdn.kernel.org/pub/linux/kernel/people/tytso/e2fsprogs/v1.47.3","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] pcre2 [BSD-3-Clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux [GPL-2.0+, BSD-4-Clause, LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid), BSD-2-Clause (xxhash), ISC (rfkill), MIT (hardlink, flock)] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","857e6ef800feaa2bb4578fbc810214be5d3c88b072ea53c5384733a965737329","Organization: Theodore Ts'o","Copyright (c) Theodore Ts'o","cpe:2.3:a:e2fsprogs_project:e2fsprogs:1.47.3:*:*:*:*:*:*:*","pkg:generic/e2fsprogs@1.47.3","cpe:2.3:a:e2fsprogs_project:e2fsprogs:1.47.3:*:*:*:*:*:*:*","pkg:generic/e2fsprogs@1.47.3","APPLICATION","buildroot-target"
"util-linux","2.41.4","GPL-2.0+, BSD-4-Clause, LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid), BSD-2-Clause (xxhash), ISC (rfkill), MIT (hardlink, flock)","README.licensing Documentation/licenses/COPYING.BSD-2-Clause Documentation/licenses/COPYING.BSD-3-Clause Documentation/licenses/COPYING.BSD-4-Clause-UC Documentation/licenses/COPYING.EUPL-1.2 Documentation/licenses/COPYING.GPL-2.0-only Documentation/licenses/COPYING.GPL-2.0-or-later Documentation/licenses/COPYING.GPL-3.0-or-later Documentation/licenses/COPYING.ISC Documentation/licenses/COPYING.LGPL-2.1-or-later Documentation/licenses/COPYING.MIT","util-linux-2.41.4.tar.xz","https://cdn.kernel.org/pub/linux/utils/util-linux/v2.41","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] pcre2 [BSD-3-Clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","a8c213cc06048862602a42b2d299b340001f6d05c4407b549f3e03521df83688","Organization: kernel.org util-linux project","Copyright (c) util-linux contributors","cpe:2.3:a:kernel:util-linux:2.41.4:*:*:*:*:*:*:*","pkg:generic/util-linux@2.41.4","cpe:2.3:a:kernel:util-linux:2.41.4:*:*:*:*:*:*:*","pkg:generic/util-linux@2.41.4","APPLICATION","buildroot-target"
"i2c-tools","4.4","GPL-2.0+, GPL-2.0 (py-smbus), LGPL-2.1+ (libi2c)","COPYING COPYING.LGPL README","i2c-tools-4.4.tar.xz","https://www.kernel.org/pub/software/utils/i2c-tools","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","8b15f0a880ab87280c40cfd7235cfff28134bf14d5646c07518b1ff6642a2473","Organization: Jean Delvare","Copyright (c) Jean Delvare","cpe:2.3:a:i2c-tools_project:i2c-tools:4.4:*:*:*:*:*:*:*","pkg:generic/i2c-tools@4.4","cpe:2.3:a:i2c-tools_project:i2c-tools:4.4:*:*:*:*:*:*:*","pkg:generic/i2c-tools@4.4","APPLICATION","buildroot-target"
"iproute2","6.17.0","GPL-2.0+","COPYING","iproute2-6.17.0.tar.xz","https://cdn.kernel.org/pub/linux/utils/net/iproute2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libcap [GPL-2.0 or BSD-3-Clause] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","9781e59410ab7dea8e9f79bb10ff1488e63d10fcbb70503b94426ba27a8e2dec","Organization: iproute2 upstream project","Copyright information is provided by the upstream iproute2 license files.","cpe:2.3:a:iproute2_project:iproute2:6.17.0:*:*:*:*:*:*:*","pkg:generic/iproute2@6.17.0","cpe:2.3:a:iproute2_project:iproute2:6.17.0:*:*:*:*:*:*:*","pkg:generic/iproute2@6.17.0","APPLICATION","buildroot-target"
"iputils","20250605","GPL-2.0+, BSD-3-Clause","LICENSE Documentation/LICENSE.BSD3 Documentation/LICENSE.GPL2","iputils-20250605.tar.gz","https://github.com/iputils/iputils/releases/download/20250605","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libcap [GPL-2.0 or BSD-3-Clause] libidn2 [GPL-2.0+ or LGPL-3.0+ (library)] libunistring [LGPL-3.0+ or GPL-2.0] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","475c643e5f55b302286267b97d3ce0f47ca3489ced8aa0401b1eeb1e68228d6b","Organization: iputils developers","Copyright (c) iputils developers","cpe:2.3:a:iputils_project:iputils:20250605:*:*:*:*:*:*:*","pkg:github/iputils/iputils@20250605","cpe:2.3:a:iputils_project:iputils:20250605:*:*:*:*:*:*:*","pkg:github/iputils/iputils@20250605","APPLICATION","buildroot-target"
"libidn2","2.3.8","GPL-2.0+ or LGPL-3.0+ (library)","COPYING COPYINGv2 COPYING.LESSERv3 COPYING.unicode","libidn2-2.3.8.tar.gz","https://mirrors.ustc.edu.cn/gnu/libidn","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libunistring [LGPL-3.0+ or GPL-2.0] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","f557911bf6171621e1f72ff35f5b1825bb35b52ed45325dcdee931e5d3c0787a","Organization: Free Software Foundation","Copyright information is provided by the upstream libidn2 license files.","cpe:2.3:a:gnu:libidn2:2.3.8:*:*:*:*:*:*:*","pkg:generic/libidn2@2.3.8","cpe:2.3:a:gnu:libidn2:2.3.8:*:*:*:*:*:*:*","pkg:generic/libidn2@2.3.8","LIBRARY","buildroot-target"
"libunistring","1.4.2","LGPL-3.0+ or GPL-2.0","COPYING COPYING.LIB","libunistring-1.4.2.tar.xz","https://mirrors.ustc.edu.cn/gnu/libunistring","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","5b46e74377ed7409c5b75e7a96f95377b095623b689d8522620927964a41499c","Organization: Free Software Foundation","Copyright (c) Free Software Foundation, Inc.","cpe:2.3:a:gnu:libunistring:1.4.2:*:*:*:*:*:*:*","pkg:generic/libunistring@1.4.2","cpe:2.3:a:gnu:libunistring:1.4.2:*:*:*:*:*:*:*","pkg:generic/libunistring@1.4.2","LIBRARY","buildroot-target"
"libtirpc","1.3.7","BSD-3-Clause","COPYING","libtirpc-1.3.7.tar.bz2","http://downloads.sourceforge.net/project/libtirpc/libtirpc/1.3.7","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","b47d3ac19d3549e54a05d0019a6c400674da716123858cfdb6d3bdd70a66c702","Organization: libtirpc upstream project","Copyright information is provided by the upstream libtirpc license files.","cpe:2.3:a:libtirpc_project:libtirpc:1.3.7:*:*:*:*:*:*:*","pkg:generic/libtirpc@1.3.7","cpe:2.3:a:libtirpc_project:libtirpc:1.3.7:*:*:*:*:*:*:*","pkg:generic/libtirpc@1.3.7","LIBRARY","buildroot-target"
"pciutils","3.14.0","GPL-2.0+","COPYING","pciutils-3.14.0.tar.xz","https://cdn.kernel.org/pub/software/utils/pciutils","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","e7713409882813991d2269d125e40dad1f54a019a52b78b3962941c1d4a6f86f","Organization: pciutils upstream project","Copyright information is provided by the upstream pciutils license files.","cpe:2.3:a:mj.ucw:pciutils:3.14.0:*:*:*:*:*:*:*","pkg:generic/pciutils@3.14.0","cpe:2.3:a:mj.ucw:pciutils:3.14.0:*:*:*:*:*:*:*","pkg:generic/pciutils@3.14.0","APPLICATION","buildroot-target"
"procps-ng","4.0.6","GPL-2.0+, LGPL-2.0+ (libproc and libps)","COPYING COPYING.LIB","procps-ng-4.0.6.tar.xz","https://downloads.sourceforge.net/project/procps-ng/Production","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","67bea6fbc3a42a535a0230c9e891e5ddfb4d9d39422d46565a2990d1ace15216","Organization: procps-ng upstream project","Copyright information is provided by the upstream procps-ng license files.","cpe:2.3:a:procps-ng_project:procps-ng:4.0.6:*:*:*:*:*:*:*","pkg:generic/procps-ng@4.0.6","cpe:2.3:a:procps-ng_project:procps-ng:4.0.6:*:*:*:*:*:*:*","pkg:generic/procps-ng@4.0.6","APPLICATION","buildroot-target"
"bzip2","1.0.8","bzip2 license","LICENSE","bzip2-1.0.8.tar.gz","https://sourceware.org/pub/bzip2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","ab5a03176ee106d3f0fa90e381da478ddae405918153cca248e682cd0c4a2269","Organization: Julian Seward","Copyright (c) Julian Seward","cpe:2.3:a:sourceware:bzip2:1.0.8:*:*:*:*:*:*:*","pkg:generic/bzip2@1.0.8","cpe:2.3:a:sourceware:bzip2:1.0.8:*:*:*:*:*:*:*","pkg:generic/bzip2@1.0.8","LIBRARY","buildroot-target"
"ca-certificates","20260223","GPL-2.0+ (script), MPL-2.0 (data)","debian/copyright","ca-certificates_20260223.tar.xz","https://snapshot.debian.org/archive/debian/20260223T202245Z/pool/main/c/ca-certificates","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","2fa2b00d4360f0d14ec51640ae8aea9e563956b95ea786e3c3c01c4eead42b56","Organization: Mozilla Foundation","Copyright (c) Mozilla Foundation","cpe:2.3:a:ca_certificates_project:ca_certificates:20260223:*:*:*:*:*:*:*","pkg:generic/ca-certificates@20260223","cpe:2.3:a:ca_certificates_project:ca_certificates:20260223:*:*:*:*:*:*:*","pkg:generic/ca-certificates@20260223","DATA","buildroot-target"
"cairo","1.18.4","LGPL-2.1 or MPL-1.1 (library)","COPYING COPYING-LGPL-2.1 COPYING-MPL-1.1","cairo-1.18.4.tar.xz","http://cairographics.org/releases","bzip2 [bzip2 license] expat [MIT] fontconfig [fontconfig license] freetype [FTL or GPL-2.0+] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libffi [MIT] libglib2 [LGPL-2.1+] libpng [Libpng-2.0] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] pixman [MIT] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","445ed8208a6e4823de1226a74ca319d3600e83f6369f99b14265006599c32ccb","Organization: Cairo Project","Copyright (c) 2002 University of Southern California","cpe:2.3:a:cairographics:cairo:1.18.4:*:*:*:*:*:*:*","pkg:generic/cairo@1.18.4","cpe:2.3:a:cairographics:cairo:1.18.4:*:*:*:*:*:*:*","pkg:generic/cairo@1.18.4","LIBRARY","buildroot-target"
"fontconfig","2.17.1","fontconfig license","COPYING","fontconfig-2.17.1.tar.xz","https://gitlab.freedesktop.org/api/v4/projects/890/packages/generic/fontconfig/2.17.1","bzip2 [bzip2 license] expat [MIT] freetype [FTL or GPL-2.0+] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libpng [Libpng-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","9f5cae93f4fffc1fbc05ae99cdfc708cd60dfd6612ffc0512827025c026fa541","Organization: Freedesktop.org","Copyright (c) Freedesktop.org","cpe:2.3:a:fontconfig:fontconfig:2.17.1:*:*:*:*:*:*:*","pkg:generic/fontconfig@2.17.1","cpe:2.3:a:fontconfig:fontconfig:2.17.1:*:*:*:*:*:*:*","pkg:generic/fontconfig@2.17.1","DATA","buildroot-target"
"freetype","2.14.3","FTL or GPL-2.0+","LICENSE.TXT docs/FTL.TXT docs/GPLv2.TXT","freetype-2.14.3.tar.xz","https://download.savannah.gnu.org/releases/freetype","bzip2 [bzip2 license] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libpng [Libpng-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","36bc4f1cc413335368ee656c42afca65c5a3987e8768cc28cf11ba775e785a5f","Organization: The FreeType Project","Copyright (c) 1996-2025 David Turner, Robert Wilhelm, and Werner Lemberg","cpe:2.3:a:freetype:freetype:2.14.3:*:*:*:*:*:*:*","pkg:gnu/freetype@2.14.3","cpe:2.3:a:freetype:freetype:2.14.3:*:*:*:*:*:*:*","pkg:gnu/freetype@2.14.3","LIBRARY","buildroot-target"
"libpng","1.6.58","Libpng-2.0","LICENSE","libpng-1.6.58.tar.xz","https://downloads.sourceforge.net/project/libpng/libpng16/1.6.58","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","28eb403f51f0f7405249132cecfe82ea5c0ef97f1b32c5a65828814ae0d34775","Organization: PNG Reference Library","Copyright (c) 1995-2025 Jean-loup Gailly and Mark Adler","cpe:2.3:a:libpng:libpng:1.6.58:*:*:*:*:*:*:*","pkg:generic/libpng@1.6.58","cpe:2.3:a:libpng:libpng:1.6.58:*:*:*:*:*:*:*","pkg:generic/libpng@1.6.58","LIBRARY","buildroot-target"
"pixman","0.46.4","MIT","COPYING","pixman-0.46.4.tar.xz","https://xorg.freedesktop.org/releases/individual/lib","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","a098c33924754ad43f981b740f6d576c70f9ed1006e12221b1845431ebce1239","Organization: pixman upstream project","Copyright information is provided by the upstream pixman license files.","cpe:2.3:a:pixman:pixman:0.46.4:*:*:*:*:*:*:*","pkg:generic/pixman@0.46.4","cpe:2.3:a:pixman:pixman:0.46.4:*:*:*:*:*:*:*","pkg:generic/pixman@0.46.4","APPLICATION","buildroot-target"
"can-utils","2025.01","BSD-3-Clause or GPL-2.0","LICENSES/BSD-3-Clause LICENSES/GPL-2.0-only.txt","can-utils-2025.01.tar.gz","https://github.com/linux-can/can-utils/archive/v2025.01","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","88b30feace372c4a61e6adb2534791c0cfba6123ebcca7f59bbb76580d4a6915","Organization: can-utils upstream project","Copyright information is provided by the upstream can-utils license files.","cpe:2.3:a:can_utils_project:can_utils:2025.01:*:*:*:*:*:*:*","pkg:github/linux-can/can-utils@2025.01","cpe:2.3:a:can_utils_project:can_utils:2025.01:*:*:*:*:*:*:*","pkg:github/linux-can/can-utils@2025.01","APPLICATION","buildroot-target"
